Load,Material Density,Young's Modulus,Length,Width,Height,Deformation
3807.947176588889,2295.9305018703376,115.42642093397649,6.75975964266809,2.902779803589605,2.0288140493594664,0.0005197183248090299
9512.07163345817,4793.306631648507,111.74469976799995,7.987145832194586,4.0466184135699335,2.4198347309376054,0.0014126073483546676
7346.740023932911,7110.620851134858,276.56364513025915,2.57963219804574,3.8247885559717796,4.287282226690683,0.00017257730016215575
6026.718993550662,6125.574204866928,112.38654996237653,6.286253586109289,0.8541095329994911,1.7660214916934718,0.0001309002295369701
1644.5845403801216,6645.928035030148,117.98743153215774,5.760285233123112,0.8313224017332221,4.361283455579639,4.257776059020932e-06
1644.345751328406,5611.483566975022,239.84956560449092,8.345020730203883,1.4140544019500754,0.5318587117857884,9.368126199887154e-06
675.0277604651747,5845.935951624967,162.434960612635,9.07026189876448,1.8692661590710826,3.9063123423222907,-2.117005386698978e-05
8675.143843171858,6944.369560957235,244.1776392387953,0.2203520376261294,2.101432348901565,4.2529834019682085,4.51501818841548e-05
6051.038616257767,2747.6760620143014,66.34153939109632,6.772797198682047,3.430516362483392,0.9909064989029599,0.0007901999744889423
7109.9185201808505,4425.974745501983,171.89279841834608,0.6131744112853172,0.37773411761259346,2.208698008623782,2.9571095190970122e-05
303.7864935284442,2548.4660927372156,58.40340004582066,5.5337007842658235,0.26989625070772527,0.9109488958519125,2.8578372943140633e-06
9702.107536403744,7913.676055976529,65.66330086383863,2.9475640175324145,2.0203617584251545,3.562360232071667,0.0004168299636983455
8341.182143924176,7608.415377806293,276.6093633361028,3.137088335269198,3.5161020914761045,2.723204063502118,0.00019926846974058484
2202.157195714934,1275.9876795795412,84.81134277939879,3.59428918417833,1.0478331804867647,3.213084398870773,0.00023199469372507293
1900.067175350296,5939.026207609819,183.10517056880428,6.25079524559114,3.2433719581556337,1.0627861380854347,4.4579314956704795e-05
1915.704647548995,7476.738221909661,152.77390065017664,3.407094660120815,1.3731578759074676,1.1375547240568558,-4.538057601362064e-05
3111.9982052994233,2264.0274158913344,136.83583156471067,7.353720600843776,4.44182193318623,0.3033368949985412,5.611633837110847e-05
5295.0886731591545,4975.616613868406,274.9583364218181,4.104821117181309,4.488880726906421,1.678130922459076,0.0001245695618081186
4376.255684556946,7408.418083116293,55.455849193872375,0.7766966830685903,1.5567073009785,2.8427488405350076,9.180895510145295e-05
2983.168487960615,1237.621850100592,215.94742154389726,7.859222440592662,1.2269693944198787,4.303881078586911,0.0004504358917586141
6157.343657751557,5881.941870727879,290.84860855338763,2.9290074134677897,2.1153894631245334,3.3679444925475357,6.33113451569765e-05
1480.989220455214,3081.4430516078555,190.0420458654605,4.3843921080327,1.278604767382729,2.233441984658782,1.1319931726324013e-05
2992.23202049866,7470.773367635713,284.20561550827296,6.885894443896825,3.3946808321293482,4.7702885605312755,0.00013040732644285403
3726.9822486075477,7797.407716157574,63.06446982150594,3.391315955772249,4.147716954286599,3.6243014828215765,0.0004011369139265286
4615.0928437486555,7609.865423794037,154.69832976854036,0.6601979958524846,3.3981514414649636,4.657809494026495,-3.389754883347754e-05
7873.242017790834,4319.499516602246,115.03944774051278,3.801818365426855,4.139317191521813,2.685181069033612,0.0007335723390472055
2076.7704433677613,7034.298556925194,232.70524124518244,9.450040968673603,2.0452615948166235,1.3686309464863842,2.895411897088501e-07
5190.9209402947545,6911.845789745493,295.3242726243117,6.453170533255726,0.8659531564734182,0.3588507631871377,4.119473358331051e-05
5964.90423173422,3233.7033127027894,114.13251561106195,6.747643571805348,3.715959642248202,3.657815772270868,0.0014188094776492683
559.8590859279775,6802.408319054742,213.54365036851863,6.3595933210126345,1.8663250751936142,0.6943846902271172,3.661848666305969e-05
6114.69403382424,1259.0534430084483,99.52440818993503,2.0700221756984245,3.3892270436227494,1.5835981285326393,0.000575749902865811
1788.1888245041862,5173.889149374371,191.33256364290247,4.241505254612573,1.426155315710652,2.7091074486310975,4.881206110247441e-05
744.0107705542672,2610.0618610139213,165.98312167208405,7.5343040037968505,0.4980252105526961,2.865641280120764,-3.1255087860316595e-05
